rgn,ita,title,author,poem_id
abandunèda da zinquènt'an,abbandonata da cinquant'anni,Un goccio d'acqua,guerra,guerra__0
senza piò al rudài davènti,senza più le rotaie davanti,Un goccio d'acqua,guerra,guerra__0
indò ch'e' pasèva e' treno a scartamént ridótt,dove passava il treno a scartamento ridotto,Un goccio d'acqua,guerra,guerra__0
ch'l'avnéva sò da Rémin sla pózza de pèss,che veniva su da Rimini con il puzzo del pesce,Un goccio d'acqua,guerra,guerra__0
e pu e' turnèva sl'udòur dla móffa di furmai.,e poi tornava con l'odore della muffa dei formaggi.,Un goccio d'acqua,guerra,guerra__0
Ènca e' mi ba l'andéva sò e zò par la muntagna,Anche mio padre andava su e giù per la montagna,Un goccio d'acqua,guerra,guerra__0
próima se caval e dop s'un camiòun,prima col cavallo e dopo col camion,Un goccio d'acqua,guerra,guerra__0
ch'e' saltèva lòngh a la strèda pina ad béusi;,che saltava lungo la strada piena di buche;,Un goccio d'acqua,guerra,guerra__0
però s'e' féva la naiva e' muntèva se trenóin,però se nevicava allora prendeva il trenino,Un goccio d'acqua,guerra,guerra__0
e da chèsa nòsta Friz u i curéva incòuntra.,e da casa nostra Friz gli correva incontro.,Un goccio d'acqua,guerra,guerra__0
Mo piò di tótt da la curira a guèrd e' gabinòt,Ma piu di tutto dalla corriera guardavo il gabinotto,Un goccio d'acqua,guerra,guerra__0
dri la staziòun cuért da una vóida americhèna,vicino alla stazione coperto da una vite americana,Un goccio d'acqua,guerra,guerra__0
indò che i viazadéur i s ferméva a fè un gòzzal d'aqua.,dove i viaggiatori si fermavano a fare un goccio d'acqua.,Un goccio d'acqua,guerra,guerra__0
I racòunta che un dopmezdè l'è smòunt un òm,Raccontano che un pomeriggio è sceso un uomo,Un goccio d'acqua,guerra,guerra__0
nir comè e' carbòun e l'à dmand me chepstaziòun,nero come carbone e ha domandato al capostazione,Un goccio d'acqua,guerra,guerra__0
un sgònd ad témp ch'l'eva bsògn da fè qualcósa alà,un secondo di tempo che aveva bisogno di far qualcosa là,Un goccio d'acqua,guerra,guerra__0
[dróinta.,[dentro.,Un goccio d'acqua,guerra,guerra__0
Dop u s'è savéu ch'l'era e' poeta Pound,Poi si è saputo che era il poeta Pound,Un goccio d'acqua,guerra,guerra__0
ch'l'era stè a Santa Maria d'Antóigh,che era stato a Santa Maria d'Antico,Un goccio d'acqua,guerra,guerra__0
una matóina intira tla cisa a guardè,una mattina intera nella chiesa a guardare,Un goccio d'acqua,guerra,guerra__0
"la stètua ad Luca da la Robbia, da par léu.","la statua di Luca della Robbia, da solo.",Un goccio d'acqua,guerra,guerra__0
L'èlbar d'aqua,L'albero dell'acqua,Un goccio d'acqua,guerra,guerra__0
S'e' va un'instèda chèlda,Se va un'estate calda,Un goccio d'acqua,guerra,guerra__0
"ch'la póiga al fòi a testa d'inzò,","che piega le foglie a testa in giù,",Un goccio d'acqua,guerra,guerra__0
e' Marèccia l'è un èlbar d'aqua,il Marecchia è un albero d'acqua,Un goccio d'acqua,guerra,guerra__0
si rèm ch'i sguélla tra la sasèra.,coi rami che scivolano tra la sassaia.,Un goccio d'acqua,guerra,guerra__0
U n'éva tórt e' poeta se da d'in èlt,Non aveva torto il poeta,Un goccio d'acqua,guerra,guerra__0
u i pareva che dróinta la vala,se gli pareva che dentro la valle,Un goccio d'acqua,guerra,guerra__0
u i fóss agli òsi biènchi d'animèli mórt.,ci fossero gli ossi bianchi d'animali morti.,Un goccio d'acqua,guerra,guerra__0
"Agli era dòg al cisi biènchi ch'al spichéva dróinta la vala. Próima u s'è ròt i vóidar mal finèstri, pu tótt al pórti agli è dvénti fròli e i ciód i dindléva tra la chèrna fràida dagli asi crociféssi ch'agli era pini 'd béus.","Erano dodici le chiese bianche che spiccavano dentro la valle. Prima si sono rotti i vetri delle finestre, poi tutte le porte si sono infradiciate e i chiodi si muovevano tra la carne marcia delle assi crocefisse che erano piene di buchi.",La valle delle chiese bianche,guerra,guerra__2__0
"Al s'è sfàti cl'an ch'l'à piuvéu tótta l'instèda fina a la próima fira 'd utòubar. U s'avdéva l'impalcadéura di ciód ch'i tnéva sò di pézz ad lègn e i féva una ròba trasparénta che paréva una telaragna. T'una zurnèda che e' vént e' féva se séri, l'à tach a vulè véa i ciód e u n è rèst gnénca l'òmbra dal pórti.","Si sono sfatte quell'anno che è piovuto tutta l'estate fino alla prima fiera d'ottobre. L 'impalcatura dei chiodi sosteneva pezzi di legno che formavano una trasparenza di ragnatela. Un giorno di gran vento, i chiodi hanno cominciato a volare e non è restata neppure l'ombra delle porte.",La valle delle chiese bianche,guerra,guerra__2__0
"Quant che i gazótt i s'è mèss a fè gazàra alà dróinta, l'aria la era pina ad piumini ch'al caléva zò fina e' sulèr cme s'al cascnes dagli eli di anzal ch'i vuleva te sufétt.","Quando gli uccelli si sono messi a fare gazzarra là dentro, l'aria era piena di piume che calavano sul pavimento quasi cadessero dalle ali degli angeli in volo sul soffitto.",La valle delle chiese bianche,guerra,guerra__2__0
E una nòta da sèch al cisi al s'è squaiè ma tèra tótti insén.,"D'improvviso una notte, le chiese sono crollate tutte insieme.",La valle delle chiese bianche,guerra,guerra__2__0
Un muntanèr che sta sòtta Badia l'èlza la mèna drétta se bastòun e u t'insègna zò tla vala di móc ad sas e calzinàz ch'i léus cmè la bèva dal luméghi.,Un montanaro che sta sotto Badia alza la mano destra col bastone e ti indica giù nella valle dei mucchi di sassi e calcinacci luccicanti come bava di lumache.,La valle delle chiese bianche,guerra,guerra__2__0
La próima vólta ch'a l'ò vést,La prima volta che l'ho visto,Ottobre,guerra,guerra__3__0
e' ziréva dal pàiri,rivoltava delle pere,Ottobre,guerra,guerra__3__0
par mèttli sla pènza vólta me sòul,per metterle con la pancia al sole,Ottobre,guerra,guerra__3__0
indò ch'al s'era infràidi.,nel punto dov'erano ammaccate.,Ottobre,guerra,guerra__3__0
Pu l'avéva stugié dal sménti biènchi,Poi aveva disteso dei semi bianchi di zucca,Ottobre,guerra,guerra__3__0
sòura una lata ruznóida,sopra una latta arrugginita,Ottobre,guerra,guerra__3__0
par tói cla sudarèla ch'agli avéva madòs.,per togliergli quell'umidore che avevano addosso.,Ottobre,guerra,guerra__3__0
Al màili agli era mézzi,Le mele erano mollicce,Ottobre,guerra,guerra__3__0
ènca s'u li éva guplé sa dla paia,anche se le aveva avvolte nella paglia,Ottobre,guerra,guerra__3__0
sòura la spònda d'érba,sulla sponda d'erba,Ottobre,guerra,guerra__3__0
che la sguiléva fina l'aqua de fiómm.,che scivolava fino all'acqua del fiume.,Ottobre,guerra,guerra__3__0
I grapal d'óvva e' paérva di mucétt,I grappoli d'uva parevano dei mucchietti,Ottobre,guerra,guerra__3__0
"ad palóin da caza,",di pallini da caccia,Ottobre,guerra,guerra__3__0
e i chèval i era inciudèd ma tèra,e i cavoli stavano inchiodati a terra,Ottobre,guerra,guerra__3__0
sl'urèl cumè che fóss ad fèr e léu,con gli orli come fossero di ferro e lui,Ottobre,guerra,guerra__3__0
u i butéva madòs dla zèndra s'un cucèr.,gli buttava addosso della cenere con un cucchiaio.,Ottobre,guerra,guerra__3__0
Insòmma l'órt l'éra un ospedèl,Insomma l'orto era un ospedale,Ottobre,guerra,guerra__3__0
e léu e' féva da dutòur dato ch'u i era stè,"e lui faceva da dottore, dato che dalla Russia",Ottobre,guerra,guerra__3__0
che purbiòun da la Róssia,era arrivato quel polverone,Ottobre,guerra,guerra__3__0
ch'l'avéva ròtt e' zil che stéva mal finèstri,che aveva rotto il cielo che stava alle finestre,Ottobre,guerra,guerra__3__0
e l'à scanzlè i gazott; al fòi di èlbar,e cancellato gli uccelli; le foglie degli alberi,Ottobre,guerra,guerra__3__0
e la faza dla zénta e' paréva di scartózz.,e la faccia della gente parevano dei cartocci.,Ottobre,guerra,guerra__3__0
U s ciaméva Liséo e l'éva utènt'an e piò.,Si chiamava Eliseo e aveva ottant'anni e più.,Ottobre,guerra,guerra__3__0
L'era rèst daparléu a campè se su ort,Era restato solo a vivere col suo orto,Ottobre,guerra,guerra__3__0
"a Ranco, un ghètt ad chèsi abandunèdi","a Ranco, una borgata di case abbandonate",Ottobre,guerra,guerra__3__0
"indò che d'utòubar se tóira e' vént,",dove in ottobre se tira vento,Ottobre,guerra,guerra__3__0
e' pióv agli anéusi sòura i cópp,piovono le noci sui coppi,Ottobre,guerra,guerra__3__0
e dróinta al cambri svóiti,e dentro le camere vuote,Ottobre,guerra,guerra__3__0
i capita par sbai di bugaréun,capitano per sbaglio i calabroni,Ottobre,guerra,guerra__3__0
che dòp i n'è piu bón 'd truvè,che poi non sono più capaci di trovare,Ottobre,guerra,guerra__3__0
al nóvvli e i sprai de sòul.,le nuvole e i raggi del sole.,Ottobre,guerra,guerra__3__0
"E’ temp: sgònd, minèud, àuri, dè, ànn,","Il tempo: secondi, minuti, ore, giorni, anni",Il tempo,lepri,lepri__0
"tèmp ch’u s’ne va cmè un sbress,","tempo che sfugge in un batter d’occhio,",Il tempo,lepri,lepri__0
temp ch’ut dà mòdi ad cuntè,tempo che ti permette di contare,Il tempo,lepri,lepri__0
i tu pass e ad mett,i tuoi passi e di mettere,Il tempo,lepri,lepri__0
"insèn i tu pensìr,","assieme i tuoi pensieri,",Il tempo,lepri,lepri__0
temp ch’e’ corr e temp,tempo che corre e tempo,Il tempo,lepri,lepri__0
"ch’e’ pèr ch’un pasa mai,","che sembra non passare mai,",Il tempo,lepri,lepri__0
temp che t’po’,tempo che puoi,Il tempo,lepri,lepri__0
avdài bèn ogni vòlta che t’at met,ben vedere ogni volta che ti soffermi,Il tempo,lepri,lepri__0
davènti un specc,davanti a uno specchio,Il tempo,lepri,lepri__0
e t’vaid i segn ch’e’ làsa,e cogli i segni che lascia,Il tempo,lepri,lepri__0
dè par dè alè sàura la tu faza.,giorno per giorno lì sul tuo volto.,Il tempo,lepri,lepri__0
E’ sàul ad fura e’ spaca i sass,Il sole fuori spezza le pietre,Nell’incavo delle mani,lepri,lepri__1
mo dròinta me un fred,ma dentro di me un freddo,Nell’incavo delle mani,lepri,lepri__1
"ch’um fa santoi tott giaz,",che mi fa sentire come di gelo,Nell’incavo delle mani,lepri,lepri__1
i pensir i è ormai acsè lizir,i pensieri ormai sono così leggeri,Nell’incavo delle mani,lepri,lepri__1
e pòch sichèur ch’is spaca,e poco solidi che si spezzano,Nell’incavo delle mani,lepri,lepri__1
e i dvènta znin cmè tint giarùl,e divengono piccoli come pietruzze,Nell’incavo delle mani,lepri,lepri__1
e i dvènta quési porbia,divengono quasi polvere,Nell’incavo delle mani,lepri,lepri__1
ch’an riès piò a tratnì’,che non riesco più a trattenere,Nell’incavo delle mani,lepri,lepri__1
te’ cov dal mi do mèni.,nell’incavo delle mie due mani,Nell’incavo delle mani,lepri,lepri__1
A zirch d’avnoi a bichè’,Cerco di venire a beccare,Cerco,lepri,lepri__2
garnèli ad furmantaun,chicchi di granturco,Cerco,lepri,lepri__2
tla tu faldèda,nel tuo grembo,Cerco,lepri,lepri__2
mo pèna t’zoir vèrs me,ma appena volgi verso di me,Cerco,lepri,lepri__2
òna dal tu ucèdi,uno dei tuoi sguardi,Cerco,lepri,lepri__2
a scap cmè un pasarot,fuggo come un passero,Cerco,lepri,lepri__2
tott spavantèd,tutto spaventato,Cerco,lepri,lepri__2
e arvenz acsè,e resto così,Cerco,lepri,lepri__2
tott a boca sòta.,del tutto a bocca asciutta.,Cerco,lepri,lepri__2
A sem pròpria,Siamo proprio,Come due uccelli,lepri,lepri__3
cmè chi du gazòtt,come quei due uccelli,Come due uccelli,lepri,lepri__3
puzed si rèmm,appollaiati sui rami,Come due uccelli,lepri,lepri__3
ormai sech ad cl’èlbar,ormai rinsecchiti di quell’albero,Come due uccelli,lepri,lepri__3
"senza piò foj,","senza più foglie,",Come due uccelli,lepri,lepri__3
ogni tènt as pizghèm,ogni tanto ci becchiamo,Come due uccelli,lepri,lepri__3
sota l’èla e a butèmn,sotto l’ala e volgiamo,Come due uccelli,lepri,lepri__3
e’ bech in qua,il becco qua,Come due uccelli,lepri,lepri__3
e in là fintènt,e la fintanto,Come due uccelli,lepri,lepri__3
che un po’ ad sfunèz,che qualche rumore,Come due uccelli,lepri,lepri__3
da tònda un s porta,vicino non ci induce,Come due uccelli,lepri,lepri__3
a vulè’ vèja.,a volar via.,Come due uccelli,lepri,lepri__3
Occ spalanchéd,Occhi spalancati,Come due uccelli,lepri,lepri__3
a guardè al novli,a guardare le nuvole,Come due uccelli,lepri,lepri__3
che in èlt al s dà drì,che in alto si rincorrono,Come due uccelli,lepri,lepri__3
tra ad làu,tra loro,Come due uccelli,lepri,lepri__3
s’na gràn voja ad żughè,con una gran voglia di giocare,Come due uccelli,lepri,lepri__3
a ciapès,a prendersi,Come due uccelli,lepri,lepri__3
intènt che un rumàur,intanto che un rumore,Come due uccelli,lepri,lepri__3
liżir liżir,leggero leggero,Come due uccelli,lepri,lepri__3
u m’aroiva tagl’urèci,m'arriva alle orecchie,Come due uccelli,lepri,lepri__3
l’è al foj,sono le foglie,Come due uccelli,lepri,lepri__3
ch’al s’è mèsi a racuntès,che si sono messe a raccontarsi,Come due uccelli,lepri,lepri__3
tra ad lau,tra loro,Come due uccelli,lepri,lepri__3
ròbi ch’al n’à nisòna voja,cose che non hanno alcuna voglia,Come due uccelli,lepri,lepri__3
ad fèm capòi.,di farmi capire.,Come due uccelli,lepri,lepri__3
Tòtt dèu culghèd,Entrambi coricati,,lepri,lepri__4
e un stret ma cl’èlta,stretti uno all'altra,,lepri,lepri__4
senza ch’al vàula tl’aria tènti paroli,senza che volino nell'aria tante parole,,lepri,lepri__4
"pu, tòtt d’un bòt,","poi, d'un botto,",,lepri,lepri__4
lì ch’la m fà,lei che mi fa:,,lepri,lepri__4
“Parché tott ste mond?,"""Perchè tutto questo mondo?",,lepri,lepri__4
Par fè pu còsa?”,"Per farne poi cosa?""",,lepri,lepri__4
"E me? Me, tott zet, a lè","Ed io? Io tutto zitto, lì",,lepri,lepri__4
cmè un patàca.,come un patacca.,,lepri,lepri__4
Dal vòlti u m’è tuchè,A volte m'è toccato,,lepri,lepri__4
ad żirè e’ mònd,di girare il mondo,,lepri,lepri__4
"pr’avdài, santòi, capòi.","per vedere, sentire, capire.",,lepri,lepri__4
"Aparècc, machini, treni","Aerei, macchine, treni",,lepri,lepri__4
"nèvi, autostrèdi, zità","navi, autostrade, città",,lepri,lepri__4
"palaz ad vaidar, chèsi","palazzi di vetro, case",,lepri,lepri__4
"ch’al tuchéva e’ zil, muntàgni","che toccavano il cielo, montagne",,lepri,lepri__4
"pini ad nàiva e giàz,",piene di neve e ghiaccio,,lepri,lepri__4
aqua de mer ch’la n finéva mai.,acqua di mare che non finiva mai.,,lepri,lepri__4
Pu a m so incòrt che tott,Poi mi sono accorto che tutto,,lepri,lepri__4
l’éra ża dròinta at cla pala ‘d straz,era già dentro a quella palla di stracci,,lepri,lepri__4
che la mi nòna da zin,"che mia nonna, da piccolo",,lepri,lepri__4
la m’avéva fat parchè a putès żughè.,mi aveva fatto perché potessi giocare.,,lepri,lepri__4
Da vec u s pérd la memoria.,Da anziani si perde la memoria.,Fare la cernita,magalotti,magalotti__0
E’ srà par quel che,Sarà per quello che,Fare la cernita,magalotti,magalotti__0
che po’ ch’u m’è ‘rstè dla mi,quel poco che mi resta della mia,Fare la cernita,magalotti,magalotti__0
u m bsogna tot pr’arcurdèm,mi serve tutto per ricordare,Fare la cernita,magalotti,magalotti__0
i bis e al brazèdi ch’as sem fèt,i baci e gli abbracci che ci siamo scambiati,Fare la cernita,magalotti,magalotti__0
in tot sti’èn insem.,in tutti questi anni insieme.,Fare la cernita,magalotti,magalotti__0
Tot cagli’et robi,Tutte le altre cose,Fare la cernita,magalotti,magalotti__0
"a li pos enca pérd,","le posso anche perdere,",Fare la cernita,magalotti,magalotti__0
a m li pos enca scurdè.,"me le posso anche dimenticare,",Fare la cernita,magalotti,magalotti__0
"Quel ch’conta,","Quello che conta,",Fare la cernita,magalotti,magalotti__0
"a t l’ho det,","te l’ho detto,",Fare la cernita,magalotti,magalotti__0
l’è ch’a murema da viv.,è che moriamo da vivi.,Fare la cernita,magalotti,magalotti__0
I va int e’ bar,Vanno nel bar,Nel bar,magalotti,magalotti__1
par tò un amaro.,per prendere un amaro.,Nel bar,magalotti,magalotti__1
Me a m’e’ pos enca sparagnè:,Me lo posso anche risparmiare:,Nel bar,magalotti,magalotti__1
de mèr in boca,dell’amaro in bocca,Nel bar,magalotti,magalotti__1
a i n’ò piò d’una volta.,ne ho più di una volta.,Nel bar,magalotti,magalotti__1
"E a dì’ la verità,","E a dire la verita,",Nel bar,magalotti,magalotti__1
gnench sol a lè.,nemmeno solo lì.,Nel bar,magalotti,magalotti__1
A m’sint int la schìna j an ch’i pàisa ad piò e che j à fat poch malàn cume i fiuchét d’nàiva int l’acva de’ canèl,Sento sulle spalle gli anni che pesano di più e che hanno fatto poco rumore come i fiocchi di neve nell’acqua del canale,Gli anni,maltoni,maltoni__0
mo d’atónd a m’ n’adàgh che u s’é stradè e’ rispìr ad quij che i m’vléva ben.,ma attorno mi accorgo che si è diradato il respiro di quelli che mi volevano bene.,Gli anni,maltoni,maltoni__0
Un fos tra i spiùn ch’i strenz l’acva int e’ col ch’la s’ strabìga lansùn incontra a e’ mèr ch’l’è a lé.,Un fosso tra spine che stringono al collo l’acqua che si trascina ansimando incontro al mare vicino.,Gli anni,maltoni,maltoni__0
"Me quand ch’ò vert j occ, la faza dla mi ma l’udòr dla maràina e’ dialét de’ mi ba, i m’à tuchè e’ cor.","Io quando ho aperto gli occhi la faccia di mia madre l’odore della marina il dialetto di mio padre, mi hanno toccato il cuore.",Gli anni,maltoni,maltoni__0
Adès da spes a vreb avaj i mia viv par stè da stè a la sàira che bès che sbrìsla e’ cor cume un giamàin d’tèra ch’e’ casca da l’aróla.,Adesso spesso vorrei avere i miei cari in vita per aspettare la sera quel bacio che sbriciola il cuore come un tegamino di terracotta che cade dall’aròla.,Gli anni,maltoni,maltoni__0
La porta dla mi ca la n’à e’ carnàz da un pèz,La porta della mia casa non ha il catenaccio da tempo,Gli anni,maltoni,maltoni__0
ma ormai u n gnè piò un chèn ch’e’ venga a fè do ciàcri.,ma ormai non c’è più un cane che venga a fare due chiacchiere.,Gli anni,maltoni,maltoni__0
D’ in ca a scap da rèd,Da casa esco di rado,Gli anni,maltoni,maltoni__0
e a vag zò pr e’ canèl parché a lé a m’arcnòs énca se al bèrchi al n’à i culùr d’una vólta e j arcùrd j è scumpagn a quel che u m’è d’atónd.,e vado lungo il porto perché lì mi ritrovo anche se le barche non hanno i colori di un tempo e i ricordi sono diversi da ciò che mi è intorno.,Gli anni,maltoni,maltoni__0
Soltènt aglj ombri d’jir aglj è queli d’incùa.,Solamente le ombre di ieri sono quelle di oggi.,Gli anni,maltoni,maltoni__0
I dé d’invéran a m‘ fagh cumpagnia da par me,I giorni d’inverno mi faccio compagnia da solo,Gli anni,maltoni,maltoni__0
"e se la voja d’campè la m’fa d’ucié e’ sol che e’ nas in du ch’e’ pè che possa murì e’ mond e se e’ zil l’è pin ad pènzi d’nùval gris che i s’incavàla stret cume par fè l’amor, a m’ n’adàgh che int e’ cor a j ò ancora un cantunzìn pin d’ fantasia.","e se la voglia di vivere mi fa dare un’occhiata al sole che nasce dove sembra che possa morire il mondo, e se il cielo è pieno di ventri di nubi grigie che si attorcigliano strette come per fare l’amore, mi accorgo che nel cuore ho ancora un piccolo angolo ricolmo di fantasia.",Gli anni,maltoni,maltoni__0
Al nòti d’un culòr senza e’ spraj zal dla luna,Notti di un solo colore senza il giallo della luna,Gli anni,maltoni,maltoni__0
e me da svegg a m’ trov tra pansìr ch’i sdondla int la testa d’nebia.,e io da sveglio mi trovo fra pensieri che dondolano in una testa di nebbia.,Gli anni,maltoni,maltoni__0
Pu u sbròja l’alvèda,Poi si dipana l’alba,Gli anni,maltoni,maltoni__0
e’ sgvéla via e’ scur,scivola via il buio,Gli anni,maltoni,maltoni__0
"e e’ sol e’ bèsa int e’ curtìl e’ lèns di pas, che me al so, in po avnì da me.","e il sole bacia nel cortile l’ansia di passi, che io lo so, non possono venire da me.",Gli anni,maltoni,maltoni__0
La faza ch’la ven ólta ad nòta int la mi cambra la n’à e’ surìs vigliach ad quij ch’i t’vo tó in zir,Il viso che mi viene incontro di notte nella mia camera non ha il sorriso vile di quelli che vogliono prenderti in giro,Gli anni,maltoni,maltoni__0
e me a slongh un braz par strénzla drìa a me,e io allungo un braccio per stringerlo vicino a me,Gli anni,maltoni,maltoni__0
ma lia la tira dret par mets dàintra a un ritràt.,ma lui tira diritto per nascondersi dentro una foto.,Gli anni,maltoni,maltoni__0
Enca s’ò i cavél bjinch a vréb voja la sàira de’ calòr d’una mèna ch’la m’strisés i cavél pràima d’indurmantèm.,Anche se ho i capelli bianchi avrei voglia la sera del calore di una mano che mi accarezzasse i capelli prima di addormentarmi.,Gli anni,maltoni,maltoni__0
Mo l’è da un pèz ormai ch’l’armàna tot giazé e’ lanzól de’ lèt grand cumpagn dal mi nòti.,Ma è da tempo ormai che rimane freddo il lenzuolo del letto grande compagno delle mie notti.,Gli anni,maltoni,maltoni__0
L’è tot incùa ch’e’ piov.,È tutt’oggi che piove.,Gli anni,maltoni,maltoni__0
"Momàinti, cun e’ scur e’ cminzarà e’ patì.","Tra poco, col buio ricomincerà il patire.",Gli anni,maltoni,maltoni__0
Mirà ch’a cambia e’ lèt che a n’tója un èlt piò znìn par mod ch’a n’sinta piò e’ giaz ch’a j ò da chènt.,"Bisogna che cambi letto, che ne compri uno più piccolo in modo che non senta più il freddo che ho accanto.",Gli anni,maltoni,maltoni__0
"A n’vréb mai pansé quand ch’a sera in fórzi d’ès malardót acsé cun la vciàia par lai, da par me int una ca int e’ mèz de’ mi borgh in du che tot al ca al dis a tot qualquèl e tot j arcùrd ad jìr i s’amócia ad dulùr.","Non avrei mai pensato quando ero in forze di ridurmi così malridotto con la vecchiaia al mio fianco, da solo in una casa in mezzo al mio borgo dove tutte le case un significato per tutti e ogni ricordo di ieri si ammassa di dolore.",Gli anni,maltoni,maltoni__0
"E’ mor j amìgh piò bun, quij di zugh, dla scola.","Muoiono gli amici più veri, quelli dei giochi, quelli della scuola.",Gli anni,maltoni,maltoni__0
"Int e’ zir ad poch mis i s’n’è andè Beppe Tambòs, Rinèld parché l’è casch, Papòn a ne so e’ parché, Clod che u j è avnù un colp, Tojo pr un malàz.","Nel giro di pochi mesi se ne sono andati Beppe Tambòs, Rinèld perché è caduto, Papòn perché non so, Clod che gli è venuto un colpo, Tojo per un malaccio.",Gli anni,maltoni,maltoni__0
"Par Bubùja, sgrazì, j à fat una culetta par splil cun la banda.","Per Bubùja, infelice, hanno fatto una colletta per seppellirlo con la banda.",Gli anni,maltoni,maltoni__0
"Zenta cume fradél, tot amigh da baràchi ch’ ai scurèva in dialet.","Persone come fratelli, tutti amici di baldorie coi quali parlavo in dialetto.",Gli anni,maltoni,maltoni__0
Vaint an i fa malàn mo dop i sènta ad mènch,Venti anni fanno rumore ma dopo i sessanta di meno,Gli anni,maltoni,maltoni__0
e la pèla ingranznìda dal ganàsci di vécc la fa j òman cumpagn.,e la pelle rattrappita delle guance degli anziani rende gli uomini tutti uguali.,Gli anni,maltoni,maltoni__0
Ma i sentimìnt i n’po ès mesi nt un armèri dla suféta o de’ sulèr cume pan lis e smes énca se j à alzè al vàili int e’ mèr de’ silenzi.,Ma i sentimenti non possono essere messi in un armadio del soffitto e del solaio come vestiti lisi e smessi anche se hanno alzato le vele nel mare del silenzio.,Gli anni,maltoni,maltoni__0
"A vreb avàj la forza d’ès lébar come e’ fom, andè int la cisa znìna ch’la mor drìa la Vàina","Vorrei avere la forza di essere libero come il fumo, andare nella chiesa piccola che muore vicino la Vena dove non c’è anima viva",Gli anni,maltoni,maltoni__0
in du che u n gn’è anma viva in dov che bdól e ulìv sbatù da e’ vent d’ scriròc i m’spatàsa contra sol e’ suspìr di ànzul per fè che al mi urazión al crìda d’cuntè un pó.,dove betulle e ulivi sbalottati dal vento di scirocco spingono verso di me solo il sospiro degli angeli per far in modo che le mie preghiere si illudano di contare qualcosa.,Gli anni,maltoni,maltoni__0
"A j ò j occ ch’i m’brusa,","Ho gli occhi che mi bruciano,",Gli anni,maltoni,maltoni__0
un lévar fri int e’ quacc ch’ e’ s-ciàza e’ su dulór int un silénzi scur.,una lepre ferita nella tana che comprime il suo dolore in un silenzio scuro.,Gli anni,maltoni,maltoni__0
L’è la paura d’murì ch’la m’fa sintì la nòta e’ cor cume un martèl?,È la paura di morire che mi fa sentire la notte il cuore come un martello?,Gli anni,maltoni,maltoni__0
Pu i mi pansìr i s’ pérd int un son vàird e turchìn in du ch’ e’ mèr e e’ zil e’ pè che par dispèt in t’ fàza mai incuntrè tot i cunfàin de’ gnint.,Poi i miei pensieri si perdono in un sonno verde e azzurro dove il mare e il cielo sembra che per dispetto non ti facciano incontrare mai tutti i confini del nulla.,Gli anni,maltoni,maltoni__0
E’ dopmezdé da e’ tèrd quand che da fóra u m’ ven par ca l’udór dla pìda e e’ fom de’ pes aròst a cmìnz a fè un po d’lom par stè da stè e’ tramont,Il pomeriggio verso il tardi quando da fuori mi vengono per casa il profumo della piada e il fumo del pesce arrosto comincio a fare un po’ di luce per aspettare il tramonto,Gli anni,maltoni,maltoni__0
e a fagh cont d’ no savài che e’ tramont piò gris l’à fat busgnól da un pèz in che cantòn de’ cór trop pin ad fantasia.,e faccio finta di non sapere che il tramonto più grigio ha fatto capolino da un pezzo in quell’angolo del mio cuore troppo pieno di fantasia.,Gli anni,maltoni,maltoni__0
"Dal sàiri u m’ ven da scor cun l’aria, e’ vent, la pióva e al foj tra i paciùgh par capì parché j an j à ciapè la cursa d’bot","Certe sere mi viene di parlare con l’aria, il vento, la pioggia e le foglie nelle pozzanghere per capire perché gli anni hanno preso a correre d’improvviso",Gli anni,maltoni,maltoni__0
"e me a m’ n’adaséva soltènt pr i fiùl grénd senza tnì cont intènt che e’ mond da près a me u m’batzéva al magàgni cun i vut dla scóla, nómar che parécc vólti j à tiré d’piò int e’ bas.","e io me ne accorgevo solamente dai figli che crescevano senza tener conto intanto che il mondo che mi circondava giudicava le mie mancanze con i voti della scuola, numeri che parecchie volte tendevano verso il basso.",Gli anni,maltoni,maltoni__0
I mi fiul j è a un tir ad s-ciòp,I miei figli sono a un tiro di schioppo,Gli anni,maltoni,maltoni__0
ma u m’sa ch’i venga sol quand che j à di gat da plè,ma ho l’impressione che vengano quando hanno gatte da pelare,Gli anni,maltoni,maltoni__0
pr e’ rèst i n’pensa mai a una telefonèda,per il resto non pensano mai a una telefonata,Gli anni,maltoni,maltoni__0
"che me a saréb cuntént énca d’ sintì al su vósi, spèzi quela dla femna.","che io sarei contento anche solamente di sentire le loro voci, specialmente quella della ragazza.",Gli anni,maltoni,maltoni__0
"A n’so mai se i staga ben, se j à e’ lavor o i s’vid tra d’lor","Non so mai se stiano bene, se hanno il lavoro o se si vedono tra di loro",Gli anni,maltoni,maltoni__0
e am met int i pansìr.,e io mi metto nei pensieri.,Gli anni,maltoni,maltoni__0
A vreb es int i Valùn tra e’ vàird ch’e’ ferma e’ temp e e’ scanzèla i magùn.,Avrei voglia di essere nei Valloni fra il verde che ferma il tempo e cancella le preoccupazioni.,Gli anni,maltoni,maltoni__0
E’ temp l’è e’ fiol d’nisùn,Il tempo è figlio di nessuno,Gli anni,maltoni,maltoni__0
