rgn,ita,title
"u m’ dmanda sempra cun un po’ d’invigia de’ mia ch’l’è professor a Milèn, una zima, ch’i l’ cema par di cunsult da tótt’ al pèrti d’Italia,","mi chiede sempre con un po’ d’invidia del mio che è professore a Milano, una cima, che lo chiamano per dei consulti da tutte le parti d’Italia,",I figli
e u m’ dis: «Quii j è fiùl! Quelli agl’j è sudisfazion!»,e mi dice: «Quelli sono figli! Quelle sono soddisfazioni!»,I figli
"quant u s’ spuset e quant e’ muret la su ma’, ch’ l’arivét ch’la j era zà sottatèra).","quando si sposò e quando morì la sua mamma, che arrivò ch’era già sottoterra).",I figli
"A nun u n’z’ basta una vita, a z’ n’andam sottatèra senza avé capì gnint.","A noi non basta una vita, ce n’andiamo sottoterra senza aver capito niente.",Gli animali
Pr’e’ mi fiól,A mio figlio,Il tuo vecchio
S’t’a t’avéss d’imbat’ int e’ tu vèc lassa un mumantin j amigh,Se ti dovessi imbattere nel tuo vecchio lascia un momentino gli amici,Il tuo vecchio
vinm’ incontra,vienimi incontro,Il tuo vecchio
ciàpum sottabraz,prendimi a braccetto,Il tuo vecchio
fam fè du pass cun te fin a ca’,fammi fare due passi con te fino a casa,Il tuo vecchio
"entra, mett’ insdé.","entra, siediti.",Il tuo vecchio
Cme se t’ a n’ fós mai passè.,Come se tu non fossi mai passato.,I segni
"A l’Iris, la strolga, ch’la tireva avènti a spesi di balusa, u i scapet det, una sera ch’ a i s’era nenca me, ch’la sareb mórta la viziglia ad Pasqua.","A Iris, l’astrologa, che viveva a spese dei minchioni, scappò detto, una sera che c’ero anch’io, che sarebbe morta la vigilia di Pasqua.","Lucilio (XI, 164)"
E adès: zughis la clientela o lassè avért e’ rubinet de’ gas.,E adesso: perdere la clientela o lasciare aperto il rubinetto del gas.,"Lucilio (XI, 164)"
"La paróca, la dantira, al zei finti,","La parrucca, la dentiera, le ciglia finte,","Lucilio (XI, 310)"
"la pumèda pr’al grinzi, e’ nès arfat:","la crema per le rughe, il naso rifatto:","Lucilio (XI, 310)"
In ca’ tua u n’ s’ passa pió da i gran lìbar;,In casa tua non ci si muove più per i molti libri;,La biblioteca del poeta
"t’ é pin j armèri, i bavól;","ne sono pieni gli armadi, i bauli;",La biblioteca del poeta
"u i n’è dal grézi int e’ tinèl, int la cambra da lèt, só int e’ sulèr;","ce ne sono cataste nel tinello, nella camera da letto, su in soffitta;",La biblioteca del poeta
"u j è da divertis, poeta.","c’è da divertirsi, poeta.",La biblioteca del poeta
"Vers la fin d j ann '20 divers calzuler, oltre a vend li scherpie chi cumpreva già fatie, pri arutundé al mégre bilénc i s'arangieva a fe li arsuladurie e i soratach e, a richiesta, anche li scherpie novie su amsura, come i sartur i vistid.","Verso la fine degli anni '20 diversi calzolai, oltre che a vendere scarpe che compravano già fatte, per arrotondare il magro bilancio si arrangiavano a fare le risolature i sopratacchi e, a richiesta, anche le scarpe nuove su misura, come i sarti con i vestiti.",
"In più qualche amich invidios che ti prim temp il purteva in gir, ades zit zit i sfeva fé anche lor li scherpie sal scrich.","In più qualche amico invidioso che i primi tempi lo portava in giro, adesso zitto zitto, si faceva fare, le scarpe con lo ""scricco"".",
"In poch temp la scherpa sal scrich l'è dventa ad moda e al calzuler l'ha duvù lavuré nòta e dì pri fé front ma li richiestie, e sicom l'era na persona spiritosa, quant al capiteva qualche client cal mniva da la campagna o un paesen poch furb, ui deve d'intend che pri fé li scherpie sal scrich bsugneva metie drenta li cozle d j òv, e che più òvie i purteva più li scherpie li scricheva, se pu i vleva al scrich ma tut dò li scherpie d j òv in duveva purté al dopie.","In poco tempo la scarpa con lo ""scricco"" è diventata di moda e il calzolaio ha dovuto lavorare notte e giorno per far fronte alle richieste, e siccome era una persona spiritosa, quando capitava qualche cliente che veniva dalla campagna o un paesano poco furbo, lo convinceva che per fare le scarpe con lo ""scricco"" bisognava metterci dentro il guscio delle uova, e che più uova portavano più le scarpe avrebbero scricchiolato, e se poi volevano lo ""scricco"" a tutte e due le scarpe avrebbero dovuto portare il doppio delle uova.",
"A möl int e’ temp,",Immersi nel tempo,Birilli
fantêsma ch’in scuren,fantasma di cui parliamo,Birilli
"mo ch’an vlen’avdé’,","ma che non vogliamo vedere,",Birilli
nó a caminen,noi camminiamo,Birilli
fasènd cont d’gnint,facendo finta di niente,Birilli
"ch’us scriv adös i dè,","che ci scrive addosso i giorni,",Birilli
e caichèndas t’e’ cul,e spingendoci nel sedere,Birilli
"us travolz e u s’arbôta,","ci travolge e ci ribalta,",Birilli
nó ch’a sgranfignen,"noi, che graffiamo",Birilli
"nó, cla macia negra,","noi, quella macchia nera",Birilli
"cla mosca férma ins e’ foi biânch,",quella mosca ferma sul foglio bianco,Birilli
che na mân pësa la tô d’alè,"che una mano pesante spazza via,",Birilli
senza tent snament.,senza tante storie.,Birilli
Nôv e vecc,Nuovo e vecchio,Birilli
L’ân nôv l’insaca e’ vecc,L’anno nuovo insacca il vecchio,Birilli
int i lom e’ cioch ‘d zirândul,nelle luci e scoppi di fuochi,Birilli
cun al bol de spumânt,con le bollicine dello spumante,Birilli
ch’al dura un toch de pèndul.,che durano un toch del pendolo.,Birilli
Una not ‘d bèl e ‘d cânt,Una notte di balli e canti,Birilli
mo cun purasé rimpiânt,ma con parecchio rimpianto,Birilli
pr’un ân ch’u s’ha dê tânt,per un anno che ci ha dato tanto,Birilli
pérs int e’ val de temp,perduto nel setaccio del tempo,Birilli
"I sgnéur i s céma ‘csè,","I ricchi si chiamano così,",SOPRANNOMI
Filiberto Ricci par dòi,"Filiberto Ricci per dire,",SOPRANNOMI
sénza sòranùm. Ma tè,senza soprannome. A te,SOPRANNOMI
i sòranùm i t s’ataca,i soprannomi si attaccano,SOPRANNOMI
cmè’ ‘l mignati.,come le mignatte.,SOPRANNOMI
"I sgnéur i séia ‘csè,","I ricchi girano così,",SOPRANNOMI
sa dal gran fighi. Ma tè,con delle belle donne. A te,SOPRANNOMI
u t toca tù so quèli,ti tocca raccogliere quelle,SOPRANNOMI
ch’u n vó niséun (acsè,che non vuole nessuno (così,SOPRANNOMI
t a n t buscaré l’aids).,non buscherai l’aids),SOPRANNOMI
I sgnéur ià ‘na pavéura,I ricchi hanno una paura,SOPRANNOMI
"ch’e’ vénga un arburtòun,","che venga un ribaltone,",SOPRANNOMI
ch’iapa da pasè d là.,che debbano passare di là.,SOPRANNOMI
Tè t a t n infróigh.,Tu te ne freghi.,SOPRANNOMI
"E chi ch’u t zòirca,","E chi ti cerca,",SOPRANNOMI
"Altradè,","Giorni fa,",LA TUA MORTE
"stuglè sla tumèna,",disteso sul divano,LA TUA MORTE
t è campè la tu morta.,hai vissuto la tua morte.,LA TUA MORTE
"E’ tu gat,","Il tuo gatto,",LA TUA MORTE
"šbandunè lè d schènt,",abbandonato lì di fianco,LA TUA MORTE
u n s né gnénca infat.,non se n’è nemmeno accorto.,LA TUA MORTE
"Da pu ch’t ci naséu,","Da quando sei nato,",NIENTE
u t dà dri qualcósa.,ti insegue qualcosa.,NIENTE
"Cór péu,","Corri pure,",NIENTE
lènsa,ansima,NIENTE
dè e nòta,giorno e notte,NIENTE
"(sé ènca d nòta ti insógni),","(sì anche di notte nei sogni),",NIENTE
"séuda, fadóiga.","suda, fatica.",NIENTE
Bazóila. E róid.,Preoccupati. E ridi.,NIENTE
E adès che tót rasaié,E adesso che tutto trafelato,NIENTE
"T ci ‘rivat in chèva,","Sei arrivato alla fine,",NIENTE
t a t pu ènca vultè:,ti puoi anche girare:,NIENTE
didrì t a n è gnént,dietro non hai niente,NIENTE
mó gnénca davènti.,ma neanche davanti.,NIENTE
"Te’ pacéugh, tla porbia,","Nel fango, nella polvere,","NEL CIELO, A TERRA"
t cóich par lasè,spingi per lasciare,"NEL CIELO, A TERRA"
e’ ségn dal pinèdi.,il segno delle pedate.,"NEL CIELO, A TERRA"
L’aqua la impinés,L’acqua riempie,"NEL CIELO, A TERRA"
e’ ciócia al garnèli.,risucchia i granelli.,"NEL CIELO, A TERRA"
Al ròbi andèdi,Le cose andate,"NEL CIELO, A TERRA"
"agli è andèdi, quéli","sono andate, quelle","NEL CIELO, A TERRA"
"ch’agli avnirà,",che verranno,"NEL CIELO, A TERRA"
E tè t arvénz,E tu rimani,"NEL CIELO, A TERRA"
instèch ti tu pi.,infilato nei tuoi piedi.,"NEL CIELO, A TERRA"
"E’ temp: sgònd, minèud, àuri, dè, ànn,","Il tempo: secondi, minuti, ore, giorni, anni",Il tempo
"tèmp ch’u s’ne va cmè un sbress,","tempo che sfugge in un batter d’occhio,",Il tempo
temp ch’ut dà mòdi ad cuntè,tempo che ti permette di contare,Il tempo
i tu pass e ad mett,i tuoi passi e di mettere,Il tempo
"insèn i tu pensìr,","assieme i tuoi pensieri,",Il tempo
"ch’e’ pèr ch’un pasa mai,","che sembra non passare mai,",Il tempo
temp che t’po’,tempo che puoi,Il tempo
davènti un specc,davanti a uno specchio,Il tempo
e t’vaid i segn ch’e’ làsa,e cogli i segni che lascia,Il tempo
dè par dè alè sàura la tu faza.,giorno per giorno lì sul tuo volto.,Il tempo
E’ sàul ad fura e’ spaca i sass,Il sole fuori spezza le pietre,Nell’incavo delle mani
mo dròinta me un fred,ma dentro di me un freddo,Nell’incavo delle mani
"ch’um fa santoi tott giaz,",che mi fa sentire come di gelo,Nell’incavo delle mani
i pensir i è ormai acsè lizir,i pensieri ormai sono così leggeri,Nell’incavo delle mani
e pòch sichèur ch’is spaca,e poco solidi che si spezzano,Nell’incavo delle mani
e i dvènta znin cmè tint giarùl,e divengono piccoli come pietruzze,Nell’incavo delle mani
e i dvènta quési porbia,divengono quasi polvere,Nell’incavo delle mani
ch’an riès piò a tratnì’,che non riesco più a trattenere,Nell’incavo delle mani
te’ cov dal mi do mèni.,nell’incavo delle mie due mani,Nell’incavo delle mani
A zirch d’avnoi a bichè’,Cerco di venire a beccare,Cerco
garnèli ad furmantaun,chicchi di granturco,Cerco
tla tu faldèda,nel tuo grembo,Cerco
mo pèna t’zoir vèrs me,ma appena volgi verso di me,Cerco
òna dal tu ucèdi,uno dei tuoi sguardi,Cerco
a scap cmè un pasarot,fuggo come un passero,Cerco
tott spavantèd,tutto spaventato,Cerco
e arvenz acsè,e resto così,Cerco
A sem pròpria,Siamo proprio,Come due uccelli
"senza piò foj,","senza più foglie,",Come due uccelli
ogni tènt as pizghèm,ogni tanto ci becchiamo,Come due uccelli
sota l’èla e a butèmn,sotto l’ala e volgiamo,Come due uccelli
e’ bech in qua,il becco qua,Come due uccelli
e in là fintènt,e la fintanto,Come due uccelli
che un po’ ad sfunèz,che qualche rumore,Come due uccelli
Occ spalanchéd,Occhi spalancati,Come due uccelli
a guardè al novli,a guardare le nuvole,Come due uccelli
tra ad làu,tra loro,Come due uccelli
s’na gràn voja ad żughè,con una gran voglia di giocare,Come due uccelli
a ciapès,a prendersi,Come due uccelli
intènt che un rumàur,intanto che un rumore,Come due uccelli
liżir liżir,leggero leggero,Come due uccelli
l’è al foj,sono le foglie,Come due uccelli
ch’al s’è mèsi a racuntès,che si sono messe a raccontarsi,Come due uccelli
tra ad lau,tra loro,Come due uccelli
ròbi ch’al n’à nisòna voja,cose che non hanno alcuna voglia,Come due uccelli
ad fèm capòi.,di farmi capire.,Come due uccelli
Tòtt dèu culghèd,Entrambi coricati,
e un stret ma cl’èlta,stretti uno all'altra,
"pu, tòtt d’un bòt,","poi, d'un botto,",
lì ch’la m fà,lei che mi fa:,
“Parché tott ste mond?,"""Perchè tutto questo mondo?",
Par fè pu còsa?”,"Per farne poi cosa?""",
"E me? Me, tott zet, a lè","Ed io? Io tutto zitto, lì",
cmè un patàca.,come un patacca.,
Dal vòlti u m’è tuchè,A volte m'è toccato,
ad żirè e’ mònd,di girare il mondo,
"pr’avdài, santòi, capòi.","per vedere, sentire, capire.",
"Aparècc, machini, treni","Aerei, macchine, treni",
"nèvi, autostrèdi, zità","navi, autostrade, città",
"ch’al tuchéva e’ zil, muntàgni","che toccavano il cielo, montagne",
"pini ad nàiva e giàz,",piene di neve e ghiaccio,
aqua de mer ch’la n finéva mai.,acqua di mare che non finiva mai.,
Pu a m so incòrt che tott,Poi mi sono accorto che tutto,
l’éra ża dròinta at cla pala ‘d straz,era già dentro a quella palla di stracci,
che la mi nòna da zin,"che mia nonna, da piccolo",
I va int e’ bar,Vanno nel bar,Nel bar
par tò un amaro.,per prendere un amaro.,Nel bar
Me a m’e’ pos enca sparagnè:,Me lo posso anche risparmiare:,Nel bar
"E a dì’ la verità,","E a dire la verita,",Nel bar
gnench sol a lè.,nemmeno solo lì.,Nel bar
mo d’atónd a m’ n’adàgh che u s’é stradè e’ rispìr ad quij che i m’vléva ben.,ma attorno mi accorgo che si è diradato il respiro di quelli che mi volevano bene.,Gli anni
Un fos tra i spiùn ch’i strenz l’acva int e’ col ch’la s’ strabìga lansùn incontra a e’ mèr ch’l’è a lé.,Un fosso tra spine che stringono al collo l’acqua che si trascina ansimando incontro al mare vicino.,Gli anni
D’ in ca a scap da rèd,Da casa esco di rado,Gli anni
Soltènt aglj ombri d’jir aglj è queli d’incùa.,Solamente le ombre di ieri sono quelle di oggi.,Gli anni
I dé d’invéran a m‘ fagh cumpagnia da par me,I giorni d’inverno mi faccio compagnia da solo,Gli anni
Pu u sbròja l’alvèda,Poi si dipana l’alba,Gli anni
"e e’ sol e’ bèsa int e’ curtìl e’ lèns di pas, che me al so, in po avnì da me.","e il sole bacia nel cortile l’ansia di passi, che io lo so, non possono venire da me.",Gli anni
La faza ch’la ven ólta ad nòta int la mi cambra la n’à e’ surìs vigliach ad quij ch’i t’vo tó in zir,Il viso che mi viene incontro di notte nella mia camera non ha il sorriso vile di quelli che vogliono prenderti in giro,Gli anni
ma lia la tira dret par mets dàintra a un ritràt.,ma lui tira diritto per nascondersi dentro una foto.,Gli anni
Mo l’è da un pèz ormai ch’l’armàna tot giazé e’ lanzól de’ lèt grand cumpagn dal mi nòti.,Ma è da tempo ormai che rimane freddo il lenzuolo del letto grande compagno delle mie notti.,Gli anni
L’è tot incùa ch’e’ piov.,È tutt’oggi che piove.,Gli anni
"Momàinti, cun e’ scur e’ cminzarà e’ patì.","Tra poco, col buio ricomincerà il patire.",Gli anni
Mirà ch’a cambia e’ lèt che a n’tója un èlt piò znìn par mod ch’a n’sinta piò e’ giaz ch’a j ò da chènt.,"Bisogna che cambi letto, che ne compri uno più piccolo in modo che non senta più il freddo che ho accanto.",Gli anni
"A n’vréb mai pansé quand ch’a sera in fórzi d’ès malardót acsé cun la vciàia par lai, da par me int una ca int e’ mèz de’ mi borgh in du che tot al ca al dis a tot qualquèl e tot j arcùrd ad jìr i s’amócia ad dulùr.","Non avrei mai pensato quando ero in forze di ridurmi così malridotto con la vecchiaia al mio fianco, da solo in una casa in mezzo al mio borgo dove tutte le case un significato per tutti e ogni ricordo di ieri si ammassa di dolore.",Gli anni
"E’ mor j amìgh piò bun, quij di zugh, dla scola.","Muoiono gli amici più veri, quelli dei giochi, quelli della scuola.",Gli anni
Vaint an i fa malàn mo dop i sènta ad mènch,Venti anni fanno rumore ma dopo i sessanta di meno,Gli anni
"A j ò j occ ch’i m’brusa,","Ho gli occhi che mi bruciano,",Gli anni
un lévar fri int e’ quacc ch’ e’ s-ciàza e’ su dulór int un silénzi scur.,una lepre ferita nella tana che comprime il suo dolore in un silenzio scuro.,Gli anni
Pu i mi pansìr i s’ pérd int un son vàird e turchìn in du ch’ e’ mèr e e’ zil e’ pè che par dispèt in t’ fàza mai incuntrè tot i cunfàin de’ gnint.,Poi i miei pensieri si perdono in un sonno verde e azzurro dove il mare e il cielo sembra che per dispetto non ti facciano incontrare mai tutti i confini del nulla.,Gli anni
"e me a m’ n’adaséva soltènt pr i fiùl grénd senza tnì cont intènt che e’ mond da près a me u m’batzéva al magàgni cun i vut dla scóla, nómar che parécc vólti j à tiré d’piò int e’ bas.","e io me ne accorgevo solamente dai figli che crescevano senza tener conto intanto che il mondo che mi circondava giudicava le mie mancanze con i voti della scuola, numeri che parecchie volte tendevano verso il basso.",Gli anni
I mi fiul j è a un tir ad s-ciòp,I miei figli sono a un tiro di schioppo,Gli anni
ma u m’sa ch’i venga sol quand che j à di gat da plè,ma ho l’impressione che vengano quando hanno gatte da pelare,Gli anni
"che me a saréb cuntént énca d’ sintì al su vósi, spèzi quela dla femna.","che io sarei contento anche solamente di sentire le loro voci, specialmente quella della ragazza.",Gli anni
e am met int i pansìr.,e io mi metto nei pensieri.,Gli anni
A vreb es int i Valùn tra e’ vàird ch’e’ ferma e’ temp e e’ scanzèla i magùn.,Avrei voglia di essere nei Valloni fra il verde che ferma il tempo e cancella le preoccupazioni.,Gli anni
E’ temp l’è e’ fiol d’nisùn,Il tempo è figlio di nessuno,Gli anni
A n’ò pers gnint dla vita fintènt ch’ò vu qualquèl da cuntè a qualcadùn che u m’daséva urécia,Non ho perso niente della vita finché ho avuto qualcosa da raccontare a qualcuno che mi prestava orecchio,Gli anni
ma ormai d’intónd a me u n’ s’ mov piò foja viva,ma ormai intorno a me non si muove più foglia viva,Gli anni
E pansè che da burdèl a vléva ciapèn óna cun do manìni biénchi.,E pensare che da ragazzo volevo prenderne una con due manine bianche.,Gli anni
E i mia chi ridéva.,E i miei genitori sorridevano.,Gli anni
"Quand ch’avrò lasè e’ post a quij che j avnirà nissùn e’ savrà mai tot e’ ben ch’ò vlu, tot quel ch’ò gudù e tot quel ch’ò patì.","Quando avrò lasciato il posto a quelli che verranno nessuno saprà mai tutto il bene che ho voluto, tutto quello che ho goduto e tutto quello che ho sofferto.",Gli anni
Me a j’ho una vèita pina.,Io ho una vita piena.,La vita piena
Pina ad pavóuri,Piena di paure,La vita piena
pina ad dulóur,piena di dolori,La vita piena
pina ad sperènzi.,piena di speranze.,La vita piena
des a j’ho pin ènca i quajóun.,Adesso ho pieni anche i coglioni.,La vita piena
"“La và ben per te che t’ si dvent un sgnour!” u m’ha dét un dè, un adulatour.","“Va bene per te che sei diventato un signore!” m’ha detto un giorno, un adulatore.",Un signore sono sempre stato
“Dó sbaj fundamentel e’ mi umaroin!,“Due errori fondamentali il mio omarino!,Un signore sono sempre stato
"E’ proim, perché te t’ croid ch’épa i quatroin,","Il primo perché tu credi che io sia diventato ricco,",Un signore sono sempre stato
"e e’ sgond, perché acsè génd t a n’é pansæ che un sgnour, te mi mond, me a sò sempra staæ!”","e il secondo perché così dicendo non hai pensato che un signore, nel mio mondo, io lo son sempre stato!”",Un signore sono sempre stato
"la spóiga ad græn ch’ la s’ fà da una garnela,","la spiga di grano che si fa da un chicco,",Credo in nostro Signore
"un fiour se su prufóm, se su culour:","un fiore col suo profumo, col suo colore:",Credo in nostro Signore
ecco perché a cròid te’ nost Signour.,ecco perché credo in nostro Signore.,Credo in nostro Signore
"J ócc’ spalanchid, punted m’un curnisoun, senza vultæi vers tót e viavai ch’u j è sla stræda.","Gli occhi spalancati puntati a un cornicione, senza voltarli verso tutto il viavai che c’è sulla strada.",È ora d’andar sù
"La pala d’un burdel la i bat ti pì,","La palla d’un bambino gli batte nei piedi,",È ora d’andar sù
Un void e un sint al machini ch’a l và.,Non vede e non sente le auto che vanno.,È ora d’andar sù
"invici e’ tò al misuri, sò me zil, ch’ l’ha d’andæ sò!","invece prende le misure, su al cielo, che ha d’andar su!",È ora d’andar sù
Tinmi la mæna e nu m la lassa mai.,Tienmi la mano e non lasciarla mai.,Non mi lasciare solo
Ém bsogn da ès insen te caruzoun dla vóita te viaz countra la morta.,Abbiamo bisogno di essere assieme nel carrozzone della vita nel viaggio contro la morte.,Non mi lasciare solo
"Ém bsogn da ès insen tra la furesta paurousa e nira, a tnóis per mæna tra chi trabuchét.","Abbiamo bisogno di essere assieme nella foresta paurosa e nera, e tenerci per mano tra quei trabocchetti.",Non mi lasciare solo
No! Nu fiaza!,No! Non fiatare!,Il tempo
"Resta a lè duvè t’ sì, ferma e móta!","Resta lì dove sei, ferma e muta!",Il tempo
Ta n mi diréb piò al paroli che ta m givi sempra;,Non mi diresti più le parole che mi dicevi sempre;,Il tempo
Resta a lè duvè t’ sì!,Resta lì dove sei!,Il tempo
"Ristéma senza movsi, ognun si su ricurd, per arsantói zil ad viuloin…carèzzi ad anzli…scaramaz ad baticor…","Restiamo immobili, ognuno coi propri ricordi, per risentire cieli di violini…carezze d’angeli…rumore di batticuori…",Il tempo
E’ temp l’è un criminæl!,Il tempo è un criminale!,Il tempo
Nu s’ féma mazæ da e’ temp!,Non facciamoci uccidere dal tempo!,Il tempo
Ristéma cumè aloura!,Restiamo come allora!,Il tempo
"La chémpa per quèst, l’ilusioun!","Vive per questo, l’illusione!",Il tempo
e… a n sò invéll!,e… non sono in nessun dove!,È un soffio di vento
Un fiour l’è cmè un mument dla nosta vóita:,Un fiore è come un attimo della nostra vita:,Il fiore
"e’ bóta,","sboccia,",Il fiore
"e’ slærga al fòj,","allarga le foglie,",Il fiore
"e’ spargóia udour,","spande profumo,",Il fiore
"u s’ingubés,","s’incurva,",Il fiore
e’ fnés in gnent.,finisce in niente.,Il fiore
"E’ resta snò un ricord, cumè chi sprai ad cuntantèzza ch’u s’ capita mados:","Resta solo un ricordo, come quegli sprazzi di felicità che ci capitano addosso:",Il fiore
"i taca a pènd,","cominciano a pendere,",Il fiore
i fnés in gnent cumè che fiour.,finiscono in niente come quel fiore.,Il fiore
cut lasa senza paroli.,che ti lascia senza parole.,Rosa selvatica
Tl’aqua dla poza,Nell’acqua della pozza,Rosa selvatica
al ranoci al guerda.,le rane guardano.,Rosa selvatica
"Admen at avnirò a zarcae,","Domani ti verrò a cercare,",Rosa selvatica
at purtarò dal moeli zneini,ti porterò mele piccole,Rosa selvatica
di fiour ad zinestra,fiori di ginestra,Rosa selvatica
Din sò din zò,Su giù,Incrocio
par tot al straedi,per le strade,Incrocio
E quand las trova t’un incrous,E quando si trova in un incrocio,Incrocio
la guerda ad quà,guarda di qua,Incrocio
la guerda ad là,guarda di là,Incrocio
a pò la và.,e poi va.,Incrocio
Tci mort,Sei morto,Sei morto
ta ni si piò,non ci sei più,Sei morto
i ta za splei...,ti han già sepolto...,Sei morto
i pienz,piangono,Sei morto
i reid,ridono,Sei morto
ta n'areiv a capei quèl chi spaciouga.,non riesci a capire cosa pasticciano.,Sei morto
Tci turnae alè,Sei tornato lì,Sei morto
da du tci avnou...,da dove sei venuto...,Sei morto
Turnae duvò?,Sei tornato dove?,Sei morto
… fantasia de mond,… fantasia del mondo,Alla rovescia
"al ròbi al và,","le cose vanno,",Alla rovescia
al và al’arversa,vanno alla rovescia,Alla rovescia
e quèst l’è e su bèl.,e questo è il suo bello.,Alla rovescia
Poesia puréta dal robi tondi,Poesia poveretta delle cose rotonde,Poesia poveretta
l’iride di occ,l’iride degli occhi,Poesia poveretta
"noun, tla paenza dla nòsta mà.","noi, nella pancia della nostra mamma.",Poesia poveretta
che nisoun e fèza cucù… sssh!,che nessuno faccia cucù… sssh!,Cucù
"“Dalonga, guardèma dalonga!”.","“Lontano, guardiamo lontano!”",Cucù
"Vincenzo, e fiol de por Pacalin, quel che lavureva cmè un sumar, e quand l’andet te sdael, e durmet par una smaena intira, l’è mort…","Vincenzo, il figlio del povero Pacalin, quello che lavorava come un somaro e quando andò all’ospedale, dormì per una settimana intera, è morto…",Mi raccomando
"Mi su tri fiul u i à lasè un miliaerd e mez in baenca, la caesa granda se fond, tri apartamint a Cesoena tla zona ad Cernobil, un fundarein al Flonghi cumprae da Ivo ad Mota e se cumudoen un bigliet s’una parola: “amaracmand”.","Ai suoi tre figli ha lasciato un miliardo e mezzo in banca, la casa grande col fondo, tre appartamenti a Cesena nella zona di Cernobil, un piccolo terreno a Felloniche acquistato da Ivo di Motta e sul comodino un biglietto con una parola: “mi raccomando”.",Mi raccomando
Al scor a vousa basa quand al và te zil.,Parlano a voce bassa quando vanno nel cielo.,Nuvole
Al fà piruèti,Fanno piroette,Nuvole
al s’abasa.,si abbassano.,Nuvole
"Singulaer, plurael","Singolare, plurale",La domanda
"femna, mas-ci","femmina, maschio",La domanda
"piaenta, animaeli","pianta, animale",La domanda
Avoe la caesa caelda se gat che e fa e ghefal soura la tumaena.,Avere la casa calda col gatto che fa il gomitolo sopra al divano.,La vita
"Avoe Pierino che ut regaela zvola, nespli e moelingarnaedi.","Avere Pierino che ti regala cipolla, nespole e melagrane.",La vita
Avoe datonda al robi giosti.,Avere attorno le cose giuste.,La vita
Caminè par la tu straeda senza paura.,"Camminare per la tua strada, senza paura.",La vita
L’è la veita.,È la vita.,La vita
I nomar in fines mai,I numeri non finiscono mai,I numeri
"tè tcount, tcount e tci sèmpra alè.","tu conti, conti e sei sempre lì.",I numeri
I nomar i è farabot,I numeri sono farabutti,I numeri
"No, l’inveran l’è difarent","No, l’inverno è diverso",Lettera dall’inverno
cagli aelti stasoun ta li aspet…,le altre stagioni le aspetti…,Lettera dall’inverno
ut fa l’impruvisaeda.,ti sorprende.,Lettera dall’inverno
"La matoena, lousa ad porbia",La mattina luce di polvere,Lettera dall’inverno
"ti fos, tla straeda, ti mount.","nei fossi, nella strada, nei monti.",Lettera dall’inverno
Cameina piaen,Cammina piano,Lettera dall’inverno
l’inveran ut s’infeila tal scaerpi.,l’inverno s’infila nelle scarpe.,Lettera dall’inverno
Una zvèta la slaerga agli eli,Una civetta allarga le ali,Lettera dall’inverno
e la và.,e va.,Lettera dall’inverno
"La noeva l’è e mond che us arpaunsa, e sogna.","La neve è il mondo che si riposa, sogna.",Lettera dall’inverno
"Ecco, at sta lètra, at vloeva dei che l’inveran l’è difarent.","Ecco, in questa lettera, ti volevo dire che l’inverno è diverso.",Lettera dall’inverno
Tl’aqua dla poza al ranoci al guerda.,Nell’acqua della pozza le rane guardano.,Rosa selvatica
Quent che la nôt,Quando la notte,Notte
"scartuzeda int la guaza,","accartocciata nella rugiada,",Notte
e in che vuit dla calera,e nel vuoto della carraia,Notte
u s’arponsa dagl’ombri,si riposano le ombre,Notte
coma pinsir intrugnì,come pensieri malati,Notte
i n’ s’ mov,non si muovono,Notte
sota a che zil senza una stela,sotto in cielo senza stelle,Notte
una lus l’ars-cera una finestra,una luce rischiara una finestra,Notte
d’una ca luntân,di una casa lontano,Notte
d’una nôt za paseda.,di una notte già passata.,Notte
Insen,Insieme,
Cvand che al stasón,Quando le stagioni,
agl’arâfa l’istê,rapiscono l’estate,
a s’incaminé pr una strê nova.,ci si avvia verso nuovi orizzonti.,
Cla lus la j ha parol dolzi,Quella luce ha parole dolci,
Una pês d’un dman,Una quiete di un domani,
zà pinsè.,già pensato.,
"indò che tot u s’svuita,","in cui si svuota tutto,",
cvand ch’e’ perd vigor la vita,quando perde vigore la vita,
e u s’aramasa e’ bser dal nuval,e si accumula il peso delle nuvole,
"sora la ca,","sulla casa,",
"una lus incrispêda la bat ai vidar,","una luce increspata batte ai vetri,",
coma gózal d’acva ch’al sgvela,come gocce di acqua che scivolano,
int la faza.,sul volto.,
I dé srè int e’ cör,I giorni chiusi nel cuore,
i ferma la vos d’j arcurd.,fermano la voce dei ricordi.,
Tot du insén,Tutti e due insieme,
a la finestra,alla finestra,
spicés int l’èra.,specchiarsi nell’aia.,
"Parôl sminghêdi,","​Parole dimenticate,",Parole dimenticate
ch’ al fiurés,che fioriscono,Parole dimenticate
coma rósi,come rose,Parole dimenticate
"a maz,","a maggio,",Parole dimenticate
int un zét,in un silenzio,Parole dimenticate
che pianì pianì,che piano piano,Parole dimenticate
e’ va,va,Parole dimenticate
a murì.,a morire.,Parole dimenticate
Da tot ste bur,Da tutto questo buio,RINASCERE
da tot st’ingavâgn,da tutto questo groviglio,RINASCERE
da tot ste mêrz,da tutta questa putredine,RINASCERE
a voi dê' fura.,voglio uscire,RINASCERE
Còma che dal carvai di sës,Come che dalle fenditure dei sassi,RINASCERE
